FIPSCode,QA3a,QA3b,Registration,,,
1801500000,11652,2112,13764,,,
1801700000,19543,2304,21847,,,
1801900000,75635,13020,88655,,,
1802100000,16784,2480,19264,,,
1802300000,16401,3287,19688,,,
1802500000,7139,2136,9275,,,
1802700000,16163,2910,19073,,,
1802900000,33922,4842,38764,,,
1803100000,14510,1477,15987,,,
1803300000,25078,4134,29212,,,
1803500000,71407,16651,88058,,,
1803700000,27546,2220,29766,,,
1803900000,103258,24822,128080,,,
1804100000,14287,2944,17231,,,
1804300000,48806,8153,56959,,,
1804500000,9903,2551,12454,,,
1804700000,14951,3396,18347,,,
1804900000,11531,1384,12915,,,
1805100000,20235,3315,23550,,,
1805300000,40592,8678,49270,,,
1805500000,18690,2398,21088,,,
1805700000,186226,24836,211062,,,
1805900000,45067,6803,51870,,,
1806100000,24989,2464,27453,,,
1806300000,89957,10487,100444,,,
1806500000,27472,2669,30141,,,
1806700000,52668,9464,62132,,,
1806900000,21931,3132,25063,,,
1807100000,24976,4497,29473,,,
1807300000,20608,1988,22596,,,
1807500000,11148,1102,12250,,,
1807700000,18808,2174,20982,,,
1807900000,16024,2452,18476,,,
1808100000,85064,14151,99215,,,
1808300000,21622,4758,26380,,,
1808500000,43937,7063,51000,,,
1808700000,13572,2402,15974,,,
1808900000,304108,47679,351787,,,
1809100000,66904,13851,80755,,,
1809300000,26718,5024,31742,,,
1809500000,81069,13414,94483,,,
1809700000,530449,121556,652005,,,
1809900000,25313,4184,29497,,,
1810100000,7279,577,7856,,,
1810300000,19531,3400,22931,,,
1810500000,72165,33150,105315,,,
1810700000,19936,2975,22911,,,
1810900000,40820,7567,48387,,,
1811100000,9368,1852,11220,,,
1811300000,25875,4055,29930,,,
1811500000,4347,449,4796,,,
1811700000,12243,3223,15466,,,
1811900000,11831,2902,14733,,,
1812100000,9519,2761,12280,,,
1812300000,11179,1240,12419,,,
1812500000,8301,1113,9414,,,
1812700000,103877,14316,118193,,,
1812900000,16955,1952,18907,,,
1813100000,8217,1189,9406,,,
1813300000,20557,3423,23980,,,
1813500000,14875,2467,17342,,,
1813700000,18879,2468,21347,,,
1813900000,9829,1774,11603,,,
1814100000,163373,36646,200019,,,
1814300000,14969,4510,19479,,,
1814500000,24650,3585,28235,,,
1814700000,13601,2118,15719,,,
1814900000,14961,2635,17596,,,
1815100000,19352,2224,21576,,,
1815300000,12750,1922,14672,,,
1815500000,5809,1346,7155,,,
1815700000,86111,15242,101353,,,
1815900000,10197,2380,12577,,,
1816100000,4687,1082,5769,,,
1816300000,105837,36887,142724,,,
1816500000,8066,1646,9712,,,
1816700000,64583,12194,76777,,,
1816900000,18532,3749,22281,,,
1817100000,5695,468,6163,,,
1817300000,38523,8224,46747,,,
1817500000,16637,2764,19401,,,
1817700000,34999,6186,41185,,,
1817900000,16772,1764,18536,,,
1818100000,14117,2645,16762,,,
1818300000,20073,1548,21621,,,
1900100000,5030,497,5527,,,
1900300000,2784,264,3048,,,
1900500000,9575,560,10135,,,
1900700000,8320,926,9246,,,
1900900000,4223,328,4551,,,
1901100000,16969,1143,18112,,,
1901300000,82240,7493,89733,,,
1901500000,17800,1217,19017,,,
1901700000,16187,1445,17632,,,
1901900000,13286,916,14202,,,
1902100000,11690,735,12425,,,
1902300000,9711,525,10236,,,
1902500000,6350,696,7046,,,
1902700000,14104,1052,15156,,,
1902900000,9329,962,10291,,,
1903100000,11456,817,12273,,,
1903300000,29798,2453,32251,,,
1903500000,8139,616,8755,,,
1903700000,8507,599,9106,,,
1903900000,5579,604,6183,,,
1904100000,11114,1069,12183,,,
1904300000,11405,915,12320,,,
1904500000,30705,3467,34172,,,
1904700000,9228,764,9992,,,
1904900000,46661,6341,53002,,,
1905100000,4834,432,5266,,,
1905300000,4694,1103,5797,,,
1905500000,11367,671,12038,,,
1905700000,25867,2451,28318,,,
1905900000,12087,636,12723,,,
1906100000,63083,5015,68098,,,
1906300000,6453,916,7369,,,
1906500000,11845,619,12464,,,
1906700000,10546,587,11133,,,
1906900000,6686,457,7143,,,
1907100000,4788,890,5678,,,
1907300000,6285,520,6805,,,
1907500000,8509,461,8970,,,
1907700000,7348,587,7935,,,
1907900000,9896,902,10798,,,
1908100000,7535,504,8039,,,
1908300000,11069,1135,12204,,,
1908500000,8013,100,8113,,,
1908700000,12903,1201,14104,,,
1908900000,5801,441,6242,,,
1909100000,6330,578,6908,,,
1909300000,4847,370,5217,,,
1909500000,11333,801,12134,,,
1909700000,13802,1176,14978,,,
1909900000,23588,3168,26756,,,
1910100000,10315,1427,11742,,,
1910300000,90030,21003,111033,,,
1910500000,12899,805,13704,,,
1910700000,6678,528,7206,,,
1910900000,10971,770,11741,,,
1911100000,21922,2016,23938,,,
1911300000,131486,22283,153769,,,
1911500000,6539,871,7410,,,
1911700000,5546,526,6072,,,
1911900000,7911,571,8482,,,
1912100000,10511,903,11414,,,
1912300000,13860,1553,15413,,,
1912500000,22119,2609,24728,,,
1912700000,23781,2403,26184,,,
1912900000,9796,954,10750,,,
1913100000,6960,401,7361,,,
1913300000,6187,491,6678,,,
1913500000,4741,309,5050,,,
1913700000,6839,844,7683,,,
1913900000,26203,3055,29258,,,
1914100000,9332,863,10195,,,
1914300000,4121,438,4559,,,
1914500000,9135,1315,10450,,,
1914700000,6019,627,6646,,,
1914900000,16391,1362,17753,,,
1915100000,5015,530,5545,,,
1915300000,269401,15610,285011,,,
1915500000,55791,6280,62071,,,
1915700000,12680,2008,14688,,,
1915900000,3081,121,3202,,,
1916100000,6916,700,7616,,,
1916300000,111983,15480,127463,,,
1916500000,7990,1115,9105,,,
1916700000,20146,1032,21178,,,
1916900000,54015,10958,64973,,,
1917100000,11217,985,12202,,,
1917300000,3810,478,4288,,,
1917500000,7627,394,8021,,,
1917700000,4698,434,5132,,,
1917900000,21112,1997,23109,,,
1918100000,31417,2402,33819,,,
1918300000,13812,970,14782,,,
1918500000,3471,331,3802,,,
1918700000,23399,2425,25824,,,
1918900000,7269,633,7902,,,
1919100000,13287,2031,15318,,,
1919300000,56336,5803,62139,,,
1919500000,5251,464,5715,,,
1919700000,7994,630,8624,,,
2000100000,7673,909,8582,,,
2000300000,4911,407,5318,,,
2000500000,9912,965,10877,,,
2000700000,2908,89,2997,,,
2000900000,15119,1927,17046,,,
2001100000,10410,850,11260,,,
2001300000,5482,385,5867,,,
2001500000,36848,3045,39893,,,
2001700000,1647,161,1808,,,
2001900000,2242,26,2268,,,
2002100000,15224,1228,16452,,,
2002300000,1836,29,1865,,,
2002500000,1416,45,1461,,,
2002700000,5268,381,5649,,,
2002900000,5675,376,6051,,,
2003100000,5767,230,5997,,,
2003300000,1107,20,1127,,,
2003500000,18032,1240,19272,,,
2003700000,22070,1440,23510,,,
2003900000,1859,159,2018,,,
2004100000,11875,875,12750,,,
2004300000,4522,309,4831,,,
2004500000,64639,11684,76323,,,
2004700000,1803,81,1884,,,
2004900000,1713,107,1820,,,
2005100000,15571,2306,17877,,,
2005300000,3747,332,4079,,,
2005500000,15274,1821,17095,,,
2005700000,14250,963,15213,,,
2005900000,16032,1284,17316,,,
2006100000,9802,4141,13943,,,
2006300000,1817,45,1862,,,
2006500000,1702,235,1937,,,
2006700000,3274,134,3408,,,
2006900000,2765,116,2881,,,
2007100000,839,92,931,,,
2007300000,4523,376,4899,,,
2007500000,1281,28,1309,,,
2007700000,3805,314,4119,,,
2007900000,19679,1145,20824,,,
2008100000,2153,208,2361,,,
2008300000,1312,90,1402,,,
2008500000,7780,1112,8892,,,
2008700000,12102,775,12877,,,
2008900000,1884,328,2212,,,
2009100000,334310,32210,366520,,,
2009300000,1984,113,2097,,,
2009500000,5084,257,5341,,,
2009700000,1433,141,1574,,,
2009900000,12560,3357,15917,,,
2010100000,1153,144,1297,,,
2010300000,37891,8956,46847,,,
2010500000,2077,114,2191,,,
2010700000,6528,640,7168,,,
2010900000,1742,26,1768,,,
2011100000,16970,2457,19427,,,
2011300000,15847,255,16102,,,
2011500000,6926,832,7758,,,
2011700000,6137,272,6409,,,
2011900000,2961,210,3171,,,
2012100000,20068,650,20718,,,
2012300000,4045,134,4179,,,
2012500000,18008,814,18822,,,
2012700000,3659,100,3759,,,
2012900000,1787,147,1934,,,
2013100000,6841,217,7058,,,
2013300000,10156,1050,11206,,,
2013500000,1960,59,2019,,,
2013700000,3156,134,3290,,,
2013900000,9707,714,10421,,,
2014100000,2559,202,2761,,,
2014300000,3926,427,4353,,,
2014500000,3569,375,3944,,,
2014700000,3624,109,3733,,,
2014900000,12397,1763,14160,,,
2015100000,4998,864,5862,,,
2015300000,2030,63,2093,,,
2015500000,35475,5546,41021,,,
2015700000,3681,57,3738,,,
2015900000,5650,239,5889,,,
2016100000,26014,7737,33751,,,
2016300000,3282,63,3345,,,
2016500000,2098,196,2294,,,
2016700000,4118,280,4398,,,
2016900000,32191,1296,33487,,,
2017100000,3026,151,3177,,,
2017300000,255587,14194,269781,,,
2017500000,8711,1214,9925,,,
2017700000,96306,9810,106116,,,
2017900000,1712,29,1741,,,
2018100000,3008,895,3903,,,
2018300000,2728,125,2853,,,
2018500000,2575,85,2660,,,
2018700000,1119,108,1227,,,
2018900000,2903,1,2904,,,
2019100000,14744,1200,15944,,,
2019300000,4655,165,4820,,,
2019500000,2084,136,2220,,,
2019700000,4451,130,4581,,,
2019900000,948,19,967,,,
2020100000,3128,520,3648,,,
2020300000,1390,6,1396,,,
2020500000,4992,12,5004,,,
2020700000,2088,122,2210,,,
2020900000,66020,4843,70863,,,
2100100000,13111,329,13440,,,
2100300000,13769,344,14113,,,
2100500000,16952,255,17207,,,
2100700000,6292,133,6425,,,
2100900000,29414,580,29994,,,
2101100000,9102,227,9329,,,
2101300000,20545,648,21193,,,
2101500000,91657,2398,94055,,,
2101700000,13857,300,14157,,,
2101900000,37372,1206,38578,,,
2102100000,20727,441,21168,,,
2102300000,6186,152,6338,,,
2102500000,11596,755,12351,,,
2102700000,14611,439,15050,,,
2102900000,55370,758,56128,,,
2103100000,9110,176,9286,,,
2103300000,10029,147,10176,,,
2103500000,27577,913,28490,,,
2103700000,66924,2080,69004,,,
2103900000,3963,116,4079,,,
2104100000,7720,260,7980,,,
2104300000,19408,714,20122,,,
2104500000,10799,255,11054,,,
2104700000,45782,2349,48131,,,
2104900000,26715,498,27213,,,
2105100000,14840,464,15304,,,
2105300000,7468,84,7552,,,
2105500000,6554,149,6703,,,
2105700000,5394,294,5688,,,
2105900000,69459,1478,70937,,,
2106100000,8838,201,9039,,,
2106300000,5089,144,5233,,,
2106500000,10448,238,10686,,,
2106700000,208882,3405,212287,,,
2106900000,10489,253,10742,,,
2107100000,30361,1448,31809,,,
2107300000,35422,1382,36804,,,
2107500000,5246,283,5529,,,
2107700000,6217,220,6437,,,
2107900000,12353,265,12618,,,
2108100000,16548,302,16850,,,
2108300000,24533,469,25002,,,
2108500000,17966,329,18295,,,
2108700000,8636,161,8797,,,
2108900000,28448,842,29290,,,
2109100000,6608,94,6702,,,
2109300000,73587,2093,75680,,,
2109500000,20421,949,21370,,,
2109700000,13075,205,13280,,,
2109900000,12961,384,13345,,,
2110100000,32891,1086,33977,,,
2110300000,11524,165,11689,,,
2110500000,3665,74,3739,,,
2110700000,32708,694,33402,,,
2110900000,9836,393,10229,,,
2111100000,548815,12466,561281,,,
2111300000,35866,1070,36936,,,
2111500000,17542,586,18128,,,
2111700000,119973,3339,123312,,,
2111900000,11681,279,11960,,,
2112100000,23615,874,24489,,,
2112300000,10120,191,10311,,,
2112500000,43932,1018,44950,,,
2112700000,12052,363,12415,,,
2112900000,5319,191,5510,,,
2113100000,8680,250,8930,,,
2113300000,16435,596,17031,,,
2113500000,10066,270,10336,,,
2113700000,17600,453,18053,,,
2113900000,7485,180,7665,,,
2114100000,17148,418,17566,,,
2114300000,6261,177,6438,,,
2114500000,50861,1466,52327,,,
2114700000,11134,573,11707,,,
2114900000,6876,134,7010,,,
2115100000,59007,1607,60614,,,
2115300000,10273,275,10548,,,
2115500000,12784,188,12972,,,
2115700000,24387,388,24775,,,
2115900000,8318,579,8897,,,
2116100000,12507,388,12895,,,
2116300000,19998,301,20299,,,
2116500000,5236,246,5482,,,
2116700000,16969,268,17237,,,
2116900000,7583,207,7790,,,
2117100000,8513,94,8607,,,
2117300000,19701,246,19947,,,
2117500000,9033,222,9255,,,
2117700000,22363,599,22962,,,
2117900000,31220,487,31707,,,
2118100000,5354,88,5442,,,
2118300000,16781,326,17107,,,
2118500000,46071,764,46835,,,
2118700000,7880,172,8052,,,
2118900000,3633,56,3689,,,
2119100000,10190,190,10380,,,
2119300000,20791,530,21321,,,
2119500000,48110,2123,50233,,,
2119700000,9672,327,9999,,,
2119900000,45633,992,46625,,,
2120100000,1717,47,1764,,,
2120300000,12014,404,12418,,,
2120500000,14263,560,14823,,,
2120700000,13480,404,13884,,,
2120900000,35177,674,35851,,,
2121100000,29419,888,30307,,,
2121300000,12866,361,13227,,,
2121500000,13135,131,13266,,,
2121700000,17725,382,18107,,,
2121900000,8155,393,8548,,,
2122100000,11119,313,11432,,,
2122300000,6880,219,7099,,,
2122500000,10195,275,10470,,,
2122700000,74822,1547,76369,,,
2122900000,8475,121,8596,,,
2123100000,14372,405,14777,,,
2123300000,9495,233,9728,,,
2123500000,26428,622,27050,,,
2123700000,5652,290,5942,,,
2123900000,19188,514,19702,,,
2200100000,37941,1413,39354,,,
2200300000,13146,813,13959,,,
2200500000,69330,3597,72927,,,
2200700000,14533,689,15222,,,
2200900000,23298,1781,25079,,,
2201100000,20718,1023,21741,,,
2201300000,9109,371,9480,,,
2201500000,64008,6528,70536,,,
2201700000,156586,10282,166868,,,
2201900000,119700,6722,126422,,,
2202100000,6352,250,6602,,,
2202300000,4959,299,5258,,,
2202500000,6422,498,6920,,,
2202700000,8683,382,9065,,,
2202900000,12363,1102,13465,,,
2203100000,17398,657,18055,,,
2203300000,269240,12659,281899,,,
2203500000,5252,181,5433,,,
2203700000,13458,301,13759,,,
2203900000,21194,1222,22416,,,
2204100000,13444,355,13799,,,
2204300000,11920,808,12728,,,
2204500000,45698,2193,47891,,,
2204700000,20636,1061,21697,,,
2204900000,9684,518,10202,,,
2205100000,253699,13008,266707,,,
2205300000,20077,893,20970,,,
2205500000,139816,8564,148380,,,
2205700000,54538,2604,57142,,,
2205900000,8510,105,8615,,,
2206100000,24882,2534,27416,,,
2206300000,74921,4393,79314,,,
2206500000,7433,343,7776,,,
2206700000,18042,1287,19329,,,
2206900000,23030,2367,25397,,,
2207100000,230882,19651,250533,,,
2207300000,97472,5956,103428,,,
2207500000,13490,2022,15512,,,
2207700000,14521,1268,15789,,,
2207900000,81029,3261,84290,,,
2208100000,5844,409,6253,,,
2208300000,13390,568,13958,,,
2208500000,14257,492,14749,,,
2208700000,24540,1159,25699,,,
2208900000,32657,1949,34606,,,
2209100000,8149,395,8544,,,
2209300000,15065,711,15776,,,
2209500000,27961,1750,29711,,,
2209700000,57543,2945,60488,,,
2209900000,34522,1623,36145,,,
2210100000,31609,1867,33476,,,
2210300000,153206,8962,162168,,,
2210500000,70438,4689,75127,,,
2210700000,3945,4,3949,,,
2210900000,59596,3845,63441,,,
2211100000,15305,291,15596,,,
2211300000,35758,1421,37179,,,
2211500000,22321,1525,23846,,,
2211700000,26039,1154,27193,,,
2211900000,23708,1951,25659,,,
2212100000,15554,817,16371,,,
2212300000,7071,353,7424,,,
2212500000,7299,315,7614,,,
2212700000,8878,467,9345,,,
2300000000,,,0.00%,,,
2300102060,15615,506,16121,,,
2300119105,3179,67,3246,,,
2300129255,3239,49,3288,,,
2300138565,1739,33,1772,,,
2300138740,24694,740,25434,,,
2300140035,6440,158,6598,,,
2300140665,1777,46,1823,,,
2300140770,1802,70,1872,,,
2300144585,2003,38,2041,,,
2300146160,2048,38,2086,,,
2300160020,4128,92,4220,,,
2300164570,3717,95,3812,,,
2300177800,4131,88,4219,,,
2300179585,1172,54,1226,,,
2300300800,253,1,254,,,
2300301220,137,1,138,,,
2300301710,934,14,948,,,
2300302760,52,2,54,,,
2300305385,648,2,650,,,
2300307065,413,33,446,,,
2300310565,5956,184,6140,,,
2300311020,147,7,154,,,
2300311300,296,4,300,,,
2300311335,203,5,208,,,
2300312000,326,4,330,,,
2300313900,298,12,310,,,
2300315395,181,0,181,,,
2300315990,62,1,63,,,
2300319210,171,2,173,,,
2300319420,627,8,635,,,
2300321380,903,21,924,,,
2300325615,2260,66,2326,,,
2300325755,2966,55,3021,,,
2300326735,778,3,781,,,
2300327120,69,0,69,,,
2300327855,5,0,5,,,
2300328590,305,2,307,,,
2300330690,117,0,117,,,
2300330725,63,1,64,,,
2300332195,84,7,91,,,
2300332685,54,0,54,,,
2300333385,853,27,880,,,
2300333980,3483,331,3814,,,
2300335065,588,7,595,,,
2300339300,1716,33,1749,,,
2300339965,623,13,636,,,
2300340595,648,13,661,,,
2300341715,313,3,316,,,
2300342450,63,0,63,,,
2300342520,2980,59,3039,,,
2300343255,1358,13,1371,,,
2300343710,1071,15,1086,,,
2300343990,172,1,173,,,
2300345180,163,1,164,,,
2300346685,559,7,566,,,
2300347175,38,1,39,,,
2300348120,33,0,33,,,
2300348575,336,2,338,,,
2300348960,409,3,412,,,
2300349415,480,11,491,,,
2300354385,549,4,553,,,
2300355435,124,1,125,,,
2300356205,58,1,59,,,
2300358060,291,7,298,,,
2300360300,373,2,375,,,
2300360825,6541,170,6711,,,
2300362400,123,4,127,,,
2300364780,868,10,878,,,
2300365025,355,4,359,,,
2300365200,208,3,211,,,
2300367790,823,10,833,,,
2300369260,180,0,180,,,
2300373472,125,0,125,,,
2300374405,218,6,224,,,
2300378570,1450,55,1505,,,
2300379270,203,2,205,,,
2300379865,381,3,384,,,
2300380285,965,77,1042,,,
2300382770,416,9,425,,,
2300383540,48,4,52,,,
2300383785,184,3,187,,,
2300386865,193,0,193,,,
2300387215,949,44,993,,,
2300502655,1181,18,1199,,,
2300507170,3992,110,4102,,,
2300508430,16873,608,17481,,,
2300510180,7786,151,7937,,,
2300511125,2908,71,2979,,,
2300515430,6208,134,6342,,,
2300524495,9429,110,9539,,,
2300526525,6488,181,6669,,,
2300527025,121,1,122,,,
2300528240,12657,238,12895,,,
2300528870,6035,120,6155,,,
2300531390,4040,46,4086,,,
2300531600,1803,119,1922,,,
2300541067,235,5,240,,,
2300548085,2921,57,2978,,,
2300548820,4025,78,4103,,,
2300553860,3100,37,3137,,,
2300560545,52665,1991,54656,,,
2300560685,1277,14,1291,,,
2300561945,3924,73,3997,,,
2300566145,15554,279,15833,,,
2300566775,1456,33,1489,,,
2300571990,19383,590,19973,,,
2300573670,7089,135,7224,,,
2300582105,12249,356,12605,,,
2300586025,12061,251,12312,,,
2300587845,7043,150,7193,,,
2300702235,359,5,364,,,
2300710740,634,10,644,,,
2300710915,367,9,376,,,
2300712595,916,14,930,,,
2300714205,138,1,139,,,
2300716165,238,0,238,,,
2300724005,564,3,567,,,
2300724775,6016,163,6179,,,
2300734820,695,24,719,,,
2300735625,3345,57,3402,,,
2300737025,1131,8,1139,,,
2300749345,1157,25,1182,,,
2300749520,568,6,574,,,
2300758445,915,21,936,,,
2300761840,1123,5,1128,,,
2300761875,195,0,195,,,
2300765655,101,2,103,,,
2300774825,980,12,992,,,
2300775980,440,8,448,,,
2300781300,374,6,380,,,
2300785850,2765,104,2869,,,
2300901185,208,2,210,,,
2300902165,82,3,85,,,
2300902865,4212,78,4290,,,
2300905700,2290,45,2335,,,
2300907800,748,9,757,,,
2300907975,807,11,818,,,
2300908815,3760,47,3807,,,
2300911265,1050,15,1065,,,
2300914905,195,0,195,,,
2300916935,1334,33,1367,,,
2300917145,1686,19,1705,,,
2300919770,319,10,329,,,
2300923200,5620,147,5767,,,
2300926350,1038,21,1059,,,
2300926595,42,2,44,,,
2300928450,1517,28,1545,,,
2300928975,41,0,41,,,
2300930970,1734,43,1777,,,
2300938180,1441,35,1476,,,
2300943430,360,8,368,,,
2300947630,1839,30,1869,,,
2300955505,1612,18,1630,,,
2300955855,55,2,57,,,
2300955890,566,15,581,,,
2300957920,1023,18,1041,,,
2300967300,988,15,1003,,,
2300969750,275,3,278,,,
2300972865,1534,17,1551,,,
2300974580,885,4,889,,,
2300974965,871,10,881,,,
2300975280,1261,18,1279,,,
2300975455,318,1,319,,,
2300977345,1169,7,1176,,,
2300977415,1166,34,1200,,,
2300978920,426,6,432,,,
2300980040,268,7,275,,,
2300986655,435,5,440,,,
2301100590,1411,18,1429,,,
2301102100,13431,417,13848,,,
2301104020,2460,36,2496,,,
2301104475,1882,43,1925,,,
2301112350,1918,22,1940,,,
2301112735,3026,69,3095,,,
2301113470,2309,37,2346,,,
2301124670,2391,44,2435,,,
2301124950,918,14,932,,,
2301127085,4357,104,4461,,,
2301130550,2063,52,2115,,,
2301140175,2505,72,2577,,,
2301143080,2040,62,2102,,,
2301146405,3166,38,3204,,,
2301147770,1341,19,1360,,,
2301154560,4406,89,4495,,,
2301159110,2118,35,2153,,,
2301161700,1271,30,1301,,,
2301162190,2125,23,2148,,,
2301163835,870,27,897,,,
2301168385,3020,46,3066,,,
2301178745,3113,47,3160,,,
2301179025,476,3,479,,,
2301180740,11728,291,12019,,,
2301180880,969,2,971,,,
2301182945,2800,46,2846,,,
2301186165,1773,28,1801,,,
2301186515,5864,112,5976,,,
2301186970,4831,91,4922,,,
2301301465,985,4,989,,,
2301309725,4004,170,4174,,,
2301315780,1090,15,1105,,,
2301326805,967,12,979,,,
2301333840,1115,52,1167,,,
2301335135,80,0,80,,,
2301344165,90,0,90,,,
2301351620,359,4,363,,,
2301356135,1278,33,1311,,,
2301363590,4770,143,4913,,,
2301363660,2651,40,2691,,,
2301365130,2017,24,2041,,,
2301372585,1216,19,1235,,,
2301376365,1931,44,1975,,,
2301378115,1712,40,1752,,,
2301379130,968,52,1020,,,
2301380215,2585,63,2648,,,
2301380425,1138,4,1142,,,
2301501010,585,5,590,,,
2301506050,2536,26,2562,,,
2301506120,1724,29,1753,,,
2301506855,635,10,645,,,
2301507485,2296,22,2318,,,
